,short_name,long_name,age,overall,nationality,club,wage_eur,contract_valid_until,Cluster
14765,J. Tilley,James Tilley,21,60,England,Brighton & Hove Albion,5000,2020.0,253
14766,M. Peano,Marcos Hernán Peano,20,60,Argentina,Unión de Santa Fe,1000,2021.0,667
14767,C. Kahraman,Cihan Kahraman,20,60,Turkey,1. FC Union Berlin,4000,2020.0,801
14768,A. Maldonado,Alexis Maldonado,21,60,Argentina,Club Atlético Banfield,2000,2022.0,908
14769,S. Smith,Sam Smith,21,60,England,Cambridge United,2000,2020.0,322
14770,S. Pasquali,Sebastian Pasquali,19,60,Australia,Western United FC,1000,2022.0,118
14771,V. Xenopoulos,Vasilios Xenopoulos,21,60,Greece,Panathinaikos FC,1000,2021.0,36
14772,M. İnan,Mustafa İnan,19,60,Turkey,Antalyaspor,2000,2024.0,250
14773,Yeun Jong Gyu,윤종규 Jong Gyu Yeun,21,60,Korea Republic,FC Seoul,1000,2022.0,609
14774,C. O'Hare,Callum O'Hare,21,60,England,Aston Villa,6000,2020.0,566
14775,N. Røjkjær,Nicklas Røjkjær,20,60,Denmark,Esbjerg fB,2000,2023.0,469
14776,A. Hartigan,Anthony Hartigan,19,60,England,AFC Wimbledon,1000,2020.0,377
14777,M. Fossey,Marlon Fossey,20,60,United States,Fulham,4000,2020.0,609
14778,R. Boultam,Reda Boultam,21,60,Netherlands,US Cremonese,1000,2021.0,250
14779,R. Souici,Rayan Souici,21,60,France,Servette FC,2000,2020.0,250
14780,C. Hendry,Callum Hendry,21,60,Scotland,St. Johnstone FC,1000,2022.0,741
14781,F. Malagueño,Franco Malagueño,20,60,Argentina,Club Atlético Talleres,2000,2020.0,499
14782,A. Al Hamdan,Abdullah Al Hamdan,19,60,Saudi Arabia,Al Shabab,3000,2020.0,202
14783,M. Čović,Maurice Čović,21,60,Germany,Hertha BSC,3000,2020.0,800
14784,S. Asta,Simon Asta,18,60,Germany,FC Augsburg,1000,2020.0,518
14785,C. Palacios,Carlos Alonso Enrique Palacios Núñez,18,60,Chile,Unión Española,1000,2020.0,469
14786,Daniel Rebollo,Daniel Rebollo Franco,19,60,Spain,Real Betis,1000,2020.0,917
14787,T. Badaloni,Tomás Oscar Badaloni,19,60,Argentina,Godoy Cruz,1000,2021.0,96
14788,P. Sokół,Paweł Sokół,19,60,Poland,Korona Kielce,1000,2021.0,304
14789,T. van den Belt,Thomas van den Belt,18,60,Netherlands,PEC Zwolle,1000,2021.0,722
14790,S. Tiffoney,Scott Tiffoney,20,60,Scotland,Livingston FC,1000,2020.0,469
14791,B. Hadžić,Benjamin Hadžić,20,60,Bosnia Herzegovina,Hannover 96,4000,2022.0,606
14792,N. Capaldo,Nicolás Capaldo,21,60,Argentina,Boca Juniors,3000,2021.0,801
14793,J. Rivera,Jean Lucas Rivera,21,60,Colombia,Atlético Nacional,1000,2022.0,400
14794,I. Baidoo,Ishmael Baidoo,20,60,Ghana,Górnik Zabrze,1000,2022.0,203
14795,Li Haoran,Haoran Li,19,60,China PR,Royal Antwerp FC,1000,2020.0,857
14796,D. Köhn,Derrick Köhn,20,60,Germany,Bayern München II,1000,2020.0,349
14797,A. Maiz,Aldo Maiz,18,60,Paraguay,Defensa y Justicia,1000,2020.0,722
14798,M. Çapkan,Mahsun Çapkan,19,60,Turkey,Çaykur Rizespor,1000,2024.0,541
14799,G. Lapslie,George Lapslie,21,60,England,Charlton Athletic,2000,2021.0,192
14800,K. Benyu,Kundai Benyu,21,60,Zimbabwe,Helsingborgs IF,1000,2020.0,377
14801,H. Coulson,Hayden Coulson,21,60,England,Middlesbrough,3000,2020.0,740
14802,T. Glover,Thomas Glover,21,60,Australia,Melbourne City FC,1000,2021.0,205
14803,F. Puntoriere,Francesco Puntoriere,21,60,Italy,Virtus Entella,1000,2022.0,964
14804,M. Di Paola,Manuel Di Paola,21,60,Italy,Virtus Entella,1000,2020.0,192
14805,A. Lewis,Aaron Lewis,21,60,Wales,Lincoln City,1000,2022.0,518
14806,R. Hale,Ronan Hale,20,60,Republic of Ireland,St. Patrick's Athletic,1000,2020.0,130
14807,M. Mølvadgaard,Marcus Mølvadgaard,19,60,Denmark,Randers FC,2000,2020.0,144
14808,D. Franke,Dominik Franke,20,60,Germany,SV Wehen Wiesbaden,2000,2020.0,721
14809,K. Denkey,Ahoueke Denkey,18,60,Togo,Nîmes Olympique,2000,2021.0,844
14810,J. Torres,Juan Torres,19,60,United States,New York City FC,1000,2022.0,722
14811,J. Díaz,Juan Ignacio Díaz,21,60,Argentina,Estudiantes de La Plata,2000,2022.0,594
14812,H. Al Ghamdi,Hamed Al Ghamdi,20,60,Saudi Arabia,Ettifaq FC,3000,2023.0,498
14813,R. Sadiku,Rijad Sadiku,19,60,Bosnia Herzegovina,Royal Excel Mouscron,1000,2022.0,574
14814,G. Tanner,George Tanner,19,60,England,Morecambe,1000,2020.0,664
14815,W. Kuzain,Wan Kuzain Wan Kamal,20,60,United States,Sporting Kansas City,1000,2020.0,149
14816,C. Frommann,Constantin Frommann,21,60,Germany,SG Sonnenhof Großaspach,1000,2020.0,681
14817,Y. Otto,Yari Otto,20,60,Germany,Eintracht Braunschweig,1000,2021.0,762
14818,J. Stanić,Jozo Stanić,20,60,Croatia,FC Augsburg,2000,2022.0,522
14819,M. Kilman,Max Kilman,22,60,England,Wolverhampton Wanderers,8000,2020.0,300
14820,M. Rieder,Maarten Rieder,19,60,Netherlands,ADO Den Haag,1000,2021.0,280
14821,M. Batmaz,Malik Batmaz,19,60,Turkey,Karlsruher SC,2000,2021.0,901
14822,A. Mironov,Alexey Mironov,19,60,Russia,Lokomotiv Moscow,1000,2022.0,722
14823,M. De Smet,Mathieu De Smet,19,60,Belgium,SV Zulte-Waregem,2000,2021.0,384
14824,K. Maradishvili,Konstantin Maradishvili,19,60,Russia,PFC CSKA Moscow,1000,2020.0,595
14825,F. Alves,Frederik Alves,19,60,Denmark,Silkeborg IF,1000,2024.0,848
14826,Y. Ibrahim,Yassin Ibrahim,19,60,Germany,FC Würzburger Kickers,1000,2020.0,160
14827,W. Coulibaly,Woyo Coulibaly,20,60,France,Le Havre AC,1000,2022.0,589
14828,R. Neciu,Robert Neciu,20,60,Romania,Chindia Târgovişte,1000,2020.0,539
14829,N. Kölle,Niklas Kölle,19,60,Germany,1. FSV Mainz 05,2000,2020.0,740
14830,A. Álvarez,Agustín Álvarez,19,60,Argentina,Godoy Cruz,1000,2023.0,265
14831,F. Sachpekidis,Filip Sachpekidis,21,60,Sweden,Kalmar FF,1000,2020.0,588
14832,V. Arboleda,Victor Arboleda,22,60,Colombia,Alianza Petrolera,1000,2024.0,841
14833,D. Margush,Daniel Margush,21,60,Australia,Adelaide United,1000,2020.0,914
14834,J. Kitolano,John Kitolano,19,60,Norway,Wolverhampton Wanderers,5000,2021.0,678
14835,J. Karlstrøm,Jacob Karlstrøm,22,60,Norway,Tromsø IL,1000,2020.0,36
14836,D. Ceter,Damir Ceter,21,60,Colombia,Chievo Verona,1000,2020.0,790
14837,S. Spahiu,Sebastjan  Spahiu,19,60,Belgium,Royal Excel Mouscron,1000,2020.0,831
14838,D. Ryan,Dylan Ryan,19,60,Australia,Willem II,1000,2020.0,924
14839,A. Collins,Archie Collins,19,60,England,Exeter City,1000,2022.0,532
14840,F. Garcés,Facundo Tomás Garcés,19,60,Argentina,Club Atlético Colón,1000,2022.0,848
14841,E. Cantú,Eric David Cantú Guerrero,20,60,Mexico,Monterrey,4000,2022.0,47
14842,M. Borgogno,Matías  Borgogno,20,60,Argentina,Vélez Sarsfield,1000,2021.0,36
14843,B. Żynel,Bartłomiej Żynel,21,60,Poland,Wisła Płock,1000,2021.0,53
14844,L. Coordes,Luis Coordes,20,60,Dominican Republic,FC St. Pauli,2000,2021.0,872
14845,J. Asiri,Jaber Asiri,21,60,Saudi Arabia,Al Wehda,3000,2022.0,322
14846,J. Bednarczyk,Jakub Bednarczyk,20,60,Poland,FC St. Pauli,2000,2021.0,596
14847,L. Martínez,Luis Martínez,20,60,Mexico,Club Tijuana,2000,2022.0,518
14848,J. Bartels,Jan-Christoph Bartels,20,60,Germany,SV Wehen Wiesbaden,1000,2020.0,64
14849,V. Drkušić,Vanja Drkušić,19,60,Slovenia,SC Heerenveen,1000,2020.0,888
14850,V. Gendrey,Valentin Gendrey,19,60,France,Amiens SC,1000,2021.0,518
14851,Manu Navarro,Manuel Navarro Sánchez,18,60,Spain,Rayo Vallecano,1000,2020.0,250
14852,R. Musaba,Richie Musaba,18,60,Netherlands,Vitesse,1000,2022.0,713
14853,P. Vassell,Peter-Lee Vassell,20,60,Jamaica,Los Angeles FC,1000,2022.0,831
14854,J. García,José García,21,60,Mexico,Tigres U.A.N.L.,6000,2023.0,250
14855,M. Velisar,Mihai Velisar,20,60,Romania,Gaz Metan Mediaş,1000,2020.0,3
14856,A. Stahl,Albert Stahl,20,60,Romania,Astra Giurgiu,1000,2023.0,916
14857,M. Cavar,Marin Cavar,20,60,Switzerland,Chievo Verona,1000,2022.0,305
14858,A. Tribuzzi,Alessio Tribuzzi,20,60,Italy,Frosinone,1000,2023.0,688
14859,V. Kucheruk,Vladyslav Kucheruk,20,60,Ukraine,Dynamo Kyiv,1000,2023.0,304
14860,N. Husin,Noor Husin,22,60,Afghanistan,Stevenage,2000,2024.0,979
14861,T. Watson,Tennai Watson,22,60,England,Reading,3000,2021.0,123
14862,C. Miller,Calvin Miller,21,60,Scotland,Celtic,5000,2024.0,7
14863,J. Valencia,Johan Valencia,22,60,Colombia,Unión Magdalena,1000,2024.0,5
14864,A. Wilk,Adam Wilk,21,60,Poland,Cracovia,1000,2022.0,635
14865,A. Chrzanowski,Adam Chrzanowski,20,60,Poland,Lechia Gdańsk,1000,2020.0,128
14866,I. Rojas,Iván Rojas,21,60,Colombia,Envigado FC,1000,2020.0,139
14867,E. Kastrati,Elhan Kastrati,22,60,Albania,Pescara,1000,2022.0,440
14868,H. Sarpei,Hans Nunoo Sarpei,20,60,Ghana,SpVgg Greuther Fürth,1000,2022.0,867
14869,A. Jung,Andrew Jung,21,60,France,La Berrichonne de Châteauroux,1000,2021.0,464
14870,V. van den Bogert,Victor van den Bogert,19,60,Netherlands,Willem II,1000,2020.0,522
14871,H. Delcroix,Hannes Delcroix,20,60,Belgium,RKC Waalwijk,1000,2020.0,325
14872,U. Bapoh,Ulrich Bapoh,20,60,Germany,VfL Bochum 1848,2000,2020.0,934
14873,C. Echavarría,Cristian David Echavarría Vélez,22,60,Colombia,Independiente Medellín,1000,2022.0,378
14874,R. Bidounga,Ryan Bidounga,22,60,France,AS Nancy Lorraine,1000,2020.0,316
14875,A. Al Asmari,Ali Hassan Al Asmari,22,60,Saudi Arabia,Al Ahli,5000,2023.0,691
14876,J. Giraldo,Jaime Giraldo,21,60,Colombia,Independiente Medellín,1000,2019.0,342
14877,J. Issa,Jabor Issa,22,60,Saudi Arabia,Al Ittihad,4000,2020.0,632
14878,J. Marcinkowski,James Marcinkowski,22,60,United States,San Jose Earthquakes,1000,2019.0,205
14879,I. Koné,Ibrahima Koné,20,60,Mali,FK Haugesund,1000,2021.0,87
14880,A. Angulo,Anderson Darley Angulo Tenorio,23,60,Colombia,Atlético Bucaramanga,1000,2022.0,522
14881,C. Tiéhi,Christ Junior Tiéhi,21,60,Ivory Coast,Le Havre AC,1000,2021.0,867
14882,A. Al Yami,Abdulrahman Al Yami,22,60,Saudi Arabia,Al Hazem,2000,2022.0,634
14883,S. Schimandl,Stephan Schimandl,20,60,Austria,SV Mattersburg,3000,2022.0,520
14884,J. Williams,JJ Williams,21,60,United States,Columbus Crew SC,1000,2021.0,464
14885,Antón,Antón Escobar Tapiias,21,60,Spain,CD Lugo,1000,2020.0,9
14886,Y. Nader,Yahia Nader,20,60,Egypt,Al Ain FC,1000,2023.0,341
14887,R. Mudražija,Robert Mudražija,22,60,Croatia,FC København,3000,2023.0,595
14888,V. Danale,Vlad Danale,21,60,Romania,Politehnica Iaşi,1000,2021.0,872
14889,P. Obermüller,Patrick Obermüller,20,60,Austria,TSV Hartberg,1000,2020.0,924
14890,T. Keller,Thomas Keller,19,60,Germany,FC Ingolstadt 04,1000,2022.0,937
14891,D. Schnegg,David Schnegg,20,60,Austria,LASK Linz,1000,2022.0,596
14892,A. Andrade,Andrés Andrade,20,60,Panama,LASK Linz,1000,2023.0,66
14893,T. Dallison,Tom Dallison,23,60,England,Crawley Town,1000,2020.0,540
14894,H. Castegren,Henrik Castegren,23,60,Sweden,IFK Norrköping,1000,2024.0,563
14895,O. Zanzala,Offrande Zanzala,22,60,Congo,Accrington Stanley,1000,2020.0,110
14896,C. Jacob,Corentin Jacob,22,60,France,Rodez Aveyron Football,1000,2020.0,341
14897,B. Barclay,Ben Barclay,22,60,England,Accrington Stanley,1000,2020.0,547
14898,S. Karakoç,Samed Karakoç,22,60,Turkey,Fenerbahçe SK,8000,2020.0,280
14899,M. Butcher,Matt Butcher,22,60,England,Bournemouth,8000,2020.0,300
14900,J. Pritchard,Joe Pritchard,22,60,England,Accrington Stanley,1000,2021.0,801
14901,M. Brink,Mark Brink,21,60,Denmark,Esbjerg fB,2000,2021.0,801
14902,K. Vásquez,Kevin Vásquez,22,60,Chile,Unión La Calera,1000,2020.0,867
14903,Sergio García,Sergio García Vázquez,21,60,Spain,Real Zaragoza,1000,2020.0,735
14904,E. Ojeda,Emanuel Ojeda,21,60,Argentina,Rosario Central,2000,2021.0,377
14905,L. Bätge,Leon Bätge,21,60,Germany,FC Würzburger Kickers,1000,2020.0,555
14906,T. Reid,Tyler Reid,21,60,England,Swindon Town,2000,2021.0,518
14907,S. Adrian,Samuel Adrian,21,60,Sweden,Kalmar FF,1000,2019.0,300
14908,A. Tîrcoveanu,Andrei Tîrcoveanu,22,60,Romania,FC Viitorul,2000,2024.0,378
14909,O. Ural,Onur Ural,22,60,Turkey,Kasimpaşa SK,2000,2021.0,518
14910,Madger Gomes,Madger Antonio Gomes Ajú,22,60,Spain,Doncaster Rovers,2000,2021.0,288
14911,R. Meraz,Roberto Ismael Meraz Bernal,19,60,Mexico,Monarcas Morelia,1000,2022.0,336
14912,K. Senkbeil,Kilian Senkbeil,20,60,Germany,Bayern München II,1000,2021.0,285
14913,Bruno Jordão,Bruno André Cavaco Jordão,20,60,Portugal,Wolverhampton Wanderers,8000,2024.0,701
14914,Go Myeong Seok,고명석 Myeong Seok Go,23,60,Korea Republic,Suwon Samsung Bluewings,1000,2020.0,563
14915,Guo Quanbo,郭全博,21,60,China PR,Beijing Sinobo Guoan FC,1000,2019.0,488
14916,H. Gilmour,Harvey Gilmour,20,60,England,Tranmere Rovers,1000,2020.0,7
14917,E. Ebosse,Enzo Ebosse,20,60,France,Le Mans FC,1000,2020.0,121
14918,D. Balanyuk,Denys Balanyuk,22,60,Ukraine,Wisła Kraków,1000,2020.0,901
14919,J. Ogenia,Justin Ogenia,20,60,Curacao,Willem II,2000,2021.0,420
14920,M. Real,Matt Real,19,60,United States,Philadelphia Union,1000,2022.0,740
14921,M. Behrens,Morten Behrens,22,60,Germany,1. FC Magdeburg,1000,2021.0,304
14922,Gori López,Gregorio López Teruel,20,60,Spain,Extremadura UD,1000,2020.0,984
14923,Y. Bangsow,Yannik Bangsow,21,60,Germany,Eintracht Braunschweig,1000,2021.0,304
14924,S. Karweina,Sinan Karweina,20,60,Germany,MSV Duisburg,1000,2021.0,273
14925,A. López,Antonio López,22,60,Mexico,Club América,7000,2022.0,533
14926,G. Kilama,Guy-Marcelin Kilama,20,60,Cameroon,Chamois Niortais Football Club,1000,2022.0,721
14927,A. Hindi,Abdulbasit Hindi,22,60,Saudi Arabia,Al Ahli,4000,2022.0,115
14928,A. Vogliacco,Alessandro Vogliacco,20,60,Italy,Pordenone,1000,2022.0,522
14929,Sergio,Sergio Pérez Jaén,22,60,Spain,Cádiz CF,2000,2022.0,552
14930,J. Quiñones,Jeison Estiven Quiñónes Botina,21,60,Colombia,Rionegro Águilas,1000,2022.0,848
14931,L. Yamaguchi,山口 瑠伊,21,60,Japan,Extremadura UD,1000,2020.0,817
14932,D. Abella,Diego Abella,20,60,Mexico,Puebla FC,1000,2020.0,553
14933,K. Hernández,Kaleth Hernández,18,60,Mexico,Monterrey,2000,2022.0,595
14934,M. Nuhu,Musah Nuhu,22,60,Ghana,FC St. Gallen,2000,2022.0,243
14935,A. Kanther,Anton Kanther,18,60,Germany,1. FC Magdeburg,1000,2020.0,250
14936,M. Temp,Marvin Temp,18,60,Germany,1. FC Magdeburg,1000,2021.0,200
14937,M. Guthörl,Michael Guthörl,20,60,Germany,SV Wehen Wiesbaden,2000,2021.0,954
14938,L. Borri,Lorenzo Borri,21,60,Italy,Castellammare di Stabia,1000,2023.0,522
14939,A. Mallamo,Alessandro Mallamo,20,60,Italy,Castellammare di Stabia,1000,2020.0,469
14940,N. Kolesovs,Nikita Kolesovs,22,60,Latvia,FC Botoşani,2000,2023.0,540
14941,L. Donnelly,Liam Donnelly,23,60,Northern Ireland,Motherwell,1000,2020.0,392
14942,J. Wrąbel,Jakub Wrąbel,23,60,Poland,Wisła Płock,1000,2022.0,100
14943,C. Burton,Callum Burton,22,60,England,Cambridge United,1000,2021.0,73
14944,A. Gilchrist,Ally Gilchrist,24,60,Scotland,Derry City,1000,2019.0,514
14945,L. Salvesen,Lars-Jørgen Salvesen,23,60,Norway,Strømsgodset IF,1000,2021.0,359
14946,J. Jones,James Jones,23,60,Scotland,Crewe Alexandra,2000,2020.0,688
14947,N. Bürgy,Nicolas Bürgy,23,60,Switzerland,BSC Young Boys,3000,2020.0,522
14948,R. Grego-Cox,Reece Grego-Cox,22,60,Republic of Ireland,Crawley Town,2000,2022.0,90
14949,A. Zendejas,Alejandro Zendejas Saavedra,21,60,Mexico,Guadalajara,4000,2020.0,378
14950,A. Melo,Alejandro Eduardo Melo,23,60,Argentina,Coquimbo Unido,1000,2021.0,688
14951,F. Mosquera,Fabián Mosquera,24,60,Colombia,Jaguares de Córdoba,1000,2022.0,968
14952,Y. Severin,Yoan Severin,22,60,France,Servette FC,2000,2021.0,115
14953,I. Oda,纲田 樹,20,60,Japan,Kashima Antlers,1000,2022.0,285
14954,J. Mahon,John Mahon,19,60,Republic of Ireland,Sligo Rovers,1000,2020.0,89
14955,M. Hehne,Maurice Hehne,22,60,Germany,FSV Zwickau,1000,2020.0,677
14956,S. Härtel,Sascha Härtel,20,60,Germany,FSV Zwickau,1000,2020.0,42
14957,Valera,Antonio Valera Salmoral,22,60,Spain,SD Huesca,1000,2020.0,926
14958,G. Zecca,Giacomo Zecca,21,60,Italy,Sassuolo,6000,2021.0,552
14959,M. Prezioso,Mario Prezioso,23,60,Italy,Napoli,7000,2022.0,970
14960,A. Bolivar,Agustín Gabriel Bolívar,23,60,Argentina,Gimnasia y Esgrima La Plata,2000,2020.0,47
14961,O. Özdemir,Özer Özdemir,21,60,Turkey,Yeni Malatyaspor,2000,2021.0,518
14962,K. Pagliuca,Kilian Pagliuca,22,60,Switzerland,FC Carl Zeiss Jena,1000,2020.0,578
14963,M. Fallatah,Muhammad Abdul Fallatah,23,60,Saudi Arabia,Al Fayha,3000,2021.0,250
14964,J. Finnerty,James Finnerty,20,60,Republic of Ireland,Bohemian FC,1000,2020.0,502
14965,B. Njie,Bilal Njie,21,60,Norway,Odds BK,1000,2020.0,360
14966,F. Atuahene,Francis Atuahene,23,60,Ghana,FC Dallas,1000,2019.0,860
14967,J. Gurrola,José Gurrola,21,60,Mexico,FC Juárez,3000,2020.0,112
14968,M. Villa,Maximiliano Villa,22,60,Uruguay,SD Ponferradina,1000,2020.0,523
14969,U. Tezel,Uğur Tezel,22,60,Germany,SC Preußen Münster,1000,2020.0,784
14970,A. Sebald,Alexander Sebald,22,60,Germany,FC Hansa Rostock,1000,2020.0,555
14971,J. van Benthem,Jelle van Benthem,20,60,Netherlands,Heracles Almelo,1000,2020.0,316
14972,R. Decostere,Robbe Decostere,21,60,Belgium,KSV Cercle Brugge,2000,2021.0,98
14973,J. Galetto,Juan Galetto,22,60,Argentina,Patronato,2000,2022.0,518
14974,Lombo,Pablo Lombo Suárez,20,60,Spain,CD Leganés,2000,2020.0,83
14975,D. Quaranta,Danilo Quaranta,22,60,Italy,Ascoli,1000,2021.0,803
14976,J. Escobar,Jacobo Escobar,20,60,Colombia,Rionegro Águilas,1000,2020.0,400
14977,R. Dally,Rashawn Dally,22,60,Jamaica,FC Cincinnati,1000,2020.0,110
14978,D. Muringen,Dehninio Muringen,20,60,Netherlands,ADO Den Haag,1000,2020.0,522
14979,Alex Rey,Alejandro Rey Lugilde,21,60,Spain,CD Lugo,1000,2020.0,881
14980,J. Handl,Johannes Handl,21,60,Austria,FK Austria Wien,2000,2023.0,908
14981,E. Engelhardt,Erik Engelhardt,21,60,Germany,FC Hansa Rostock,1000,2021.0,964
14982,M. Komar,Mateo Komar,21,60,Argentina,Patronato,2000,2021.0,153
14983,B. Soumaré,Bryan Soumaré,20,60,France,Dijon FCO,2000,2022.0,288
14984,M. Depta,Mark Depta,21,60,Germany,Viktoria Köln,1000,2020.0,914
14985,D. Lia,Damiano Lia,21,60,Italy,Castellammare di Stabia,1000,2023.0,609
14986,S. Elia,Salvatore Elia,20,60,Italy,Castellammare di Stabia,1000,2020.0,469
14987,S. Kilyén,Szabolcs Kilyén,21,60,Romania,Sepsi OSK,1000,2020.0,196
14988,J. Jiménez,Jaiber Jiménez,24,60,Mexico,Cruz Azul,3000,2022.0,549
14989,D. Bilogrevic,Dominik Bilogrevic,20,60,Germany,SC Paderborn 07,3000,2020.0,552
14990,Lee Dong Won,Dong Won Lee,23,60,Korea Republic,Ulsan Hyundai FC,1000,2023.0,464
14991,E. Karakaş,Erdinç Karakaş,21,60,Turkey,Çaykur Rizespor,2000,2022.0,31
14992,Filipe Ferreira,Filipe Ferreira Marques,21,60,Portugal,CF Fuenlabrada,1000,2020.0,300
14993,M. Kuchta,Mateusz Kuchta,23,60,Poland,Zagłębie Lubin,1000,2021.0,639
14994,K. O'Hara,Kieran O'Hara,23,60,Republic of Ireland,Burton Albion,1000,2020.0,735
14995,M. Crowe,Michael Thomas Tallaksen Crowe,23,60,Wales,Preston North End,3000,2020.0,635
14996,Y. Bobb,Yusupha Bobb,23,60,Gambia,Chievo Verona,1000,2024.0,541
14997,A. Romano,Antonio Romano,23,60,Italy,Napoli,7000,2024.0,250
14998,R. Selasi,Ransford Selasi,22,60,Ghana,Pescara,1000,2020.0,194
14999,E. Besea,Prince Emmanuel Doudu Besea,22,60,Ghana,Frosinone,1000,2021.0,831
15000,G. Sloggett,Greg Sloggett,22,60,Republic of Ireland,Derry City,1000,2019.0,504
15001,P. Mystkowski,Przemyslaw Mystkowski,21,60,Poland,Jagiellonia Białystok,1000,2021.0,460
15002,F. Al Sagour,Fawaz Al Sagour,23,60,Saudi Arabia,Al Wehda,3000,2024.0,452
15003,A. Collins,Aaron Collins,22,60,Wales,Forest Green Rovers,3000,2021.0,162
15004,J. Flores,Jordan Flores,23,60,England,Dundalk,1000,2020.0,686
15005,M. Vargas,Miguel Angel Vargas Mañan,23,60,Chile,CD Cobresal,1000,2019.0,100
15006,J. Eastwood,Jake Eastwood,22,60,England,Scunthorpe United,2000,2020.0,735
15007,A. Celli,Alessandro Celli,21,60,Italy,Pescara,1000,2021.0,196
15008,E. Adams,Ebou Adams,23,60,Gambia,Forest Green Rovers,3000,2021.0,35
15009,O. Olomola,Olufela Olomola,21,60,England,Carlisle United,2000,2020.0,114
15010,S. Al Najai,Sami Al Najai,22,60,Saudi Arabia,Damac FC,3000,2020.0,691
15011,M. Welch-Hayes,Miles Welch-Hayes,22,60,England,Macclesfield Town,1000,2020.0,589
15012,Strefezza,Gabriel Tadeu Strefezza Rebecato,22,60,Brazil,SPAL,2000,2022.0,360
15013,Angel Sánchez,Ángel Sánchez Baró,21,60,Spain,RCD Espanyol,3000,2020.0,552
15014,T. Onozawa,斧泽 隼輝,21,60,Japan,Cerezo Osaka,1000,2022.0,460
15015,L. Fierro,Lucas Fierro,21,60,Chile,CD O'Higgins,1000,2022.0,526
15016,D. Gojko,Denis Gojko,21,60,Poland,Piast Gliwice,1000,2020.0,14
15017,S. Dieng,Seny Dieng,24,60,Switzerland,Doncaster Rovers,1000,2020.0,681
15018,N. Leemhuis,Niels Leemhuis,21,60,Netherlands,Heracles Almelo,1000,2020.0,801
15019,Hu Ruibao,胡睿宝,22,60,China PR,Henan Jianye FC,2000,2019.0,115
15020,A. Koiki,Ali Koiki,19,60,England,Burnley,3000,2020.0,539
15021,Yuan Mincheng,元敏诚,23,60,China PR,Chongqing Dangdai Lifan FC SWM Team,1000,2019.0,848
15022,A. Bianchimano,Andrea Bianchimano,22,60,Italy,Perugia,1000,2022.0,464
15023,N. Al Omran,Nasser Al Omran,21,60,Saudi Arabia,Al Shabab,4000,2023.0,801
15024,D. Lanius,Dominik Lanius,22,60,Germany,Viktoria Köln,1000,2020.0,908
15025,Park Chang Jun,박창준 Chang Jun Park,22,60,Korea Republic,Gangwon FC,1000,2022.0,318
15026,J. Mäder,Janik Mäder,22,60,Germany,FSV Zwickau,1000,2020.0,413
15027,D. Esmel,Dylan Esmel,21,60,Ivory Coast,1. FC Kaiserslautern,1000,2021.0,413
15028,M. Tapias,Miguel Tapias,22,60,Mexico,Pachuca,3000,2022.0,594
15029,Y. Magnin,Yohann Magnin,22,60,France,Clermont Foot 63,1000,2021.0,377
15030,A. Bacci,Alessandro Bacci,23,60,Italy,Ascoli,1000,2022.0,914
15031,K. Álvarez,Kevin Álvarez,22,60,Honduras,IFK Norrköping,1000,2022.0,535
15032,O. Rushfort,Oliver Rushfort,22,60,England,Bury,1000,2022.0,51
15033,R. Buckmaster,Rece Buckmaster,22,60,United States,New York Red Bulls,1000,2021.0,452
15034,L. Popescu,Laurențiu Popescu,22,60,Romania,Universitatea Craiova,1000,2021.0,68
15035,F. Egerer,Florian Egerer,21,60,Germany,SV Meppen,1000,2021.0,341
15036,M. Barraza,Mauro Barraza,23,60,Argentina,Central Córdoba,2000,2020.0,970
15037,U. Eneme-Ella,Ulrick Eneme-Ella,18,60,France,Amiens SC,1000,2023.0,321
15038,G. Debeljuh,Gabriel Debeljuh,22,60,Croatia,FC Hermannstadt,1000,2022.0,844
15039,U. Akyol,Ufuk Akyol,21,60,Germany,Antalyaspor,2000,2024.0,931
15040,M. Huard,Matthieu Huard,21,60,France,AC Ajaccio,1000,2021.0,430
15041,C. Mora,Christian Mora,21,60,Italy,Cittadella,1000,2023.0,518
15042,G. Ushler,Gus Ushler,23,60,England,Bury,1000,2023.0,321
15043,P. Itter,Pascal  Itter,24,60,Germany,Chemnitzer FC,1000,2020.0,35
15044,C. Evans,Callum Evans,23,60,England,Port Vale,2000,2020.0,98
15045,F. Rojas,Flavio Rojas,25,60,Chile,CD Cobresal,1000,2024.0,305
15046,N. Lüchinger,Nicolas Lüchinger,24,60,Switzerland,FC St. Gallen,2000,2021.0,954
15047,S. Bastien,Sacha Bastien,24,60,France,Stevenage,1000,2020.0,368
15048,J. Hardy,James Hardy,23,60,England,Walsall,3000,2021.0,14
15049,M. Barnes,Marcus Barnes,22,60,England,Southampton,7000,2020.0,322
15050,M. Kula,Mert Kula,24,60,Turkey,Kayserispor,2000,2022.0,848
15051,E. Sonupé,Emmanuel Sonupé,23,60,England,Stevenage,2000,2020.0,625
15052,L. Contin,Leandro Contin,23,60,Argentina,Gimnasia y Esgrima La Plata,2000,2024.0,606
15053,D. Fernández,Diego Fernández,21,60,Chile,Deportes Iquique,1000,2024.0,890
15054,R. Sallinger,Raphael Sallinger,23,60,Austria,TSV Hartberg,1000,2020.0,795
15055,M. Pedersen,Mikkel Pedersen,23,60,Denmark,Hobro IK,2000,2020.0,377
