,short_name,long_name,age,overall,nationality,club,wage_eur,contract_valid_until,Cluster
12388,Pepe Mena,José Mena Rodríguez,21,63,Spain,Sevilla FC,2000,2021.0,825
12389,M. Anderson,Mikael Anderson,21,63,Iceland,FC Midtjylland,4000,2021.0,379
12390,A. Dønnum,Aron Dønnum,21,63,Norway,Vålerenga Fotball,1000,2021.0,701
12391,Lee Jin Hyun,이진현 Jin Hyun Lee,21,63,Korea Republic,Pohang Steelers,1000,2022.0,48
12392,T. Baumgart,Tom Baumgart,21,63,Germany,FC Erzgebirge Aue,1000,2021.0,669
12393,J. Bataille,Jelle Bataille,20,63,Belgium,KV Oostende,3000,2022.0,886
12394,D. Erdoğan,Doğan Erdoğan,22,63,Turkey,Trabzonspor,5000,2022.0,283
12395,N. Mantl,Nico Mantl,19,63,Germany,SpVgg Unterhaching,1000,2020.0,458
12396,Kike Hermoso,Enrique Gómez Hermoso,19,63,Spain,SD Huesca,1000,2020.0,253
12397,P. Smyth,Paul Smyth,21,63,Northern Ireland,Wycombe Wanderers,2000,2020.0,817
12398,E. Ybáñez,Enzo Ybáñez,20,63,Argentina,Argentinos Juniors,2000,2022.0,468
12399,D. Foulon,Daam Foulon,20,63,Belgium,Waasland-Beveren,2000,2021.0,833
12400,S. Ambrosius,Stephan Kofi Ambrosius,20,63,Germany,Hamburger SV,2000,2021.0,259
12401,K. Kristinsson,Kristófer Ingi Kristinsson,20,63,Iceland,Grenoble Foot 38,1000,2021.0,799
12402,H. Bwana,Handwalla Bwana,22,63,Kenya,Seattle Sounders FC,2000,2020.0,639
12403,M. Carreazo,Marcelino Jr Carreazo Betin,21,63,Venezuela,Once Caldas,1000,2022.0,430
12404,P. Jaeckel,Paul Jaeckel,20,63,Germany,SpVgg Greuther Fürth,2000,2021.0,416
12405,B. Burns,Bobby Burns,19,63,Northern Ireland,Heart of Midlothian,1000,2021.0,582
12406,A. Cisco,Andrea Cisco,20,63,Italy,Pescara,1000,2021.0,799
12407,Y. Kitala,Yann Kitala,21,63,France,Olympique Lyonnais,9000,2021.0,331
12408,A. Nalic,Adi Nalic,21,63,Sweden,AFC Eskilstuna,1000,2019.0,211
12409,Pepe Castaño,José Castaño Muñoz,20,63,Spain,Villarreal CF,4000,2020.0,574
12410,F. Üzüm,Fıratcan Üzüm,20,63,Turkey,Trabzonspor,5000,2022.0,33
12411,Brian Araújo,Brian Rocha Araújo,19,63,Portugal,Gil Vicente FC,1000,2023.0,789
12412,Beto,Norberto Gomes Betuncal,21,63,Portugal,Portimonense SC,2000,2023.0,619
12413,João Gonçalves,João Pedro Oliveira Gonçalves,18,63,Portugal,Boavista FC,1000,2023.0,654
12414,P. Cornud,Pierre Cornud,22,63,France,RCD Mallorca,4000,2022.0,140
12415,R. Ergas,Robert Ismael Ergas,21,63,Uruguay,Albacete BP,1000,2020.0,269
12416,C. Konan,Christian Konan,19,63,Italy,Panathinaikos FC,1000,2022.0,277
12417,Alberto,Alberto Fernández García,19,63,Spain,CF Fuenlabrada,1000,2020.0,993
12418,I. Näsberg,Ivan Näsberg,23,63,Norway,Vålerenga Fotball,1000,2022.0,460
12419,J. Morrell,Joe Morrell,22,63,Wales,Lincoln City,3000,2020.0,401
12420,S. Brodersen,Svend Brodersen,22,63,Germany,FC St. Pauli,2000,2021.0,62
12421,G. Cooper,George Cooper,22,63,England,Peterborough United,3000,2021.0,650
12422,K. Toner,Kevin Toner,22,63,Republic of Ireland,St. Patrick's Athletic,1000,2019.0,855
12423,J. Baird,Jack Baird,23,63,Scotland,St. Mirren,1000,2021.0,130
12424,T. Moore,Taylor Moore,22,63,England,Bristol City,7000,2021.0,743
12425,M. Tall,Maki Tall,23,63,United States,AC Ajaccio,1000,2020.0,776
12426,A. Ferati,Arianit Ferati,21,63,Germany,SV Waldhof Mannheim,1000,2021.0,48
12427,Julen López,Julen López Salas,23,63,Spain,SD Eibar,4000,2021.0,797
12428,S. Perisan,Samuele Perisan,21,63,Italy,Udinese,2000,2020.0,18
12429,E. Saavedra,Erwin Saavedra,23,63,Bolivia,Bolivia,0,,289
12430,Y. Andzouana,Yhoan Andzouana,22,63,Congo,Girona FC,2000,2020.0,964
12431,B. Blasi,Brian Blasi,23,63,Argentina,Unión de Santa Fe,3000,2020.0,186
12432,S. Banza,Simon Banza,22,63,France,Racing Club de Lens,2000,2022.0,332
12433,L. Gordon,Liam Gordon,23,63,Scotland,St. Johnstone FC,1000,2021.0,175
12434,Vitó,Victor Emanuel Araújo Ferreira,21,63,Portugal,Rio Ave FC,2000,2021.0,330
12435,L. García,Luís García,21,63,Colombia,Sevilla FC,2000,2020.0,103
12436,T. Sibbick,Toby Sibbick,20,63,England,Barnsley,2000,2023.0,581
12437,S. Hart,Sam Hart,22,63,England,Blackburn Rovers,4000,2020.0,468
12438,J. Kabongo,Joel Kabongo,21,63,Denmark,Brøndby IF,3000,2021.0,863
12439,M. Farfan,Marco Farfan,20,63,United States,Portland Timbers,1000,2019.0,851
12440,Lee Sang Ki,이상기 李相吉,23,63,Korea Republic,Pohang Steelers,2000,2022.0,616
12441,S. Erimuya,Saturday Keigo Erimuya,21,63,Nigeria,Cádiz CF,2000,2021.0,357
12442,Y. Tatsuta,立田 悠悟,21,63,Japan,Shimizu S-Pulse,1000,2022.0,743
12443,P. Köhn,Philipp Köhn,21,63,Switzerland,FC Red Bull Salzburg,3000,2022.0,612
12444,M. Rodrigues,Miguel Rodrigues,22,63,Switzerland,FC Thun,3000,2021.0,831
12445,L. Zidane,Luca Zinedine Zidane,21,63,France,Racing Santander,1000,2020.0,647
12446,Lee Keun Ho,이근호 Keun Ho Lee,23,63,Korea Republic,Jeju United FC,1000,2019.0,942
12447,Anderson Emanuel,Anderson Castelo Branco,23,63,Angola,CF Fuenlabrada,2000,2020.0,912
12448,M. Edjouma,Malcom Edjouma,22,63,Morocco,FC Chambly Oise,1000,2020.0,325
12449,Gabri Salazar,Gabriel Salazar Rojo,23,63,Spain,CD Leganés,5000,2020.0,834
12450,U. Abreliano,Marcos Ulises Abreliano,21,63,Argentina,Arsenal de Sarandí,2000,2022.0,445
12451,Kellyan,Kellyan Francisco Garcia Leal,20,63,Spain,Málaga CF,1000,2020.0,952
12452,Fran Vieites,Francisco Barbosa Vieites,20,63,Spain,RC Celta,2000,2020.0,647
12453,S. Mbakata,Salem Mbakata,21,63,France,FC Sochaux-Montbéliard,1000,2021.0,669
12454,H. Mörschel,Heinz Mörschel,21,63,Germany,SC Preußen Münster,1000,2021.0,367
12455,J. Toro,Jonathan Toro,22,63,Honduras,CD Tondela,2000,2020.0,901
12456,C. Kobald,Christoph Kobald,21,63,Austria,Karlsruher SC,2000,2021.0,416
12457,Lucas Rodrigues,Lucas Rodrigues da Silva,19,63,Brazil,Moreirense FC,2000,2021.0,678
12458,D. Denić,Đorđe Denić,23,63,Serbia,Rosenborg BK,1000,2021.0,322
12459,H. Mashiane,Happy Mashiane,21,63,South Africa,Kaizer Chiefs,1000,2023.0,124
12460,M. Akpınar,Muhammet Akpınar,17,63,Turkey,Trabzonspor,1000,2022.0,468
12461,L. Daneels,Lennerd Daneels,21,63,Belgium,RKC Waalwijk,1000,2021.0,239
12462,M. Badu,Malcolm Badu,22,63,Germany,Spartak Moscow,1000,2021.0,185
12463,Everson,Everson Bispo Pereira,21,63,Brazil,Portimonense SC,1000,2020.0,863
12464,R. Matthys,Romain Matthys,20,63,Belgium,KAS Eupen,1000,2022.0,604
12465,Han Seok Hee,SeokHee Han,23,63,Korea Republic,Suwon Samsung Bluewings,2000,2020.0,239
12466,João Pedro,João Pedro Sousa Silva,22,63,Portugal,Vitória Guimarães,2000,2020.0,775
12467,C. Shaughnessy,Conor Shaughnessy,23,63,Republic of Ireland,Leeds United,9000,2021.0,416
12468,O. Bernal,Óscar Antonio Bernal López,23,63,Mexico,Santos Laguna,3000,2022.0,361
12469,J. Verdugo,Joaquin Verdugo,22,63,Chile,CD Huachipato,2000,2019.0,964
12470,J. Coleman,Joel Coleman,23,63,England,Huddersfield Town,4000,2020.0,443
12471,N. Contini,Nikita Contini,23,63,Ukraine,Virtus Entella,1000,2020.0,197
12472,W. Nightingale,William Nightingale,23,63,England,AFC Wimbledon,2000,2021.0,187
12473,B. Sørmo,Bent Sørmo,22,63,Norway,Kristiansund BK,1000,2020.0,627
12474,Y. Pambou,Yves Simon Pambou Loembet,23,63,Congo,Grenoble Foot 38,1000,2020.0,582
12475,I. Pomazun,Ilya Pomazun,22,63,Russia,PFC CSKA Moscow,1000,2021.0,100
12476,Lee Tae Hee,이태희 李泰熙,24,63,Korea Republic,Incheon United FC,1000,2024.0,128
12477,J. Strauß,John-Patrick Strauß,23,63,Philippines,FC Erzgebirge Aue,2000,2020.0,561
12478,S. Mmaee,Samy Mmaee A Nwambeben,22,63,Belgium,Sint-Truidense VV,2000,2021.0,719
12479,D. Parker,Devante Parker,23,63,Germany,1. FSV Mainz 05,5000,2020.0,999
12480,M. Gargiulo,Mario Gargiulo,23,63,Italy,Cittadella,1000,2022.0,319
12481,B. Warland,Ben Warland,22,63,Australia,Sydney FC,2000,2021.0,460
12482,E. Binaku,Egzon Binaku,23,63,Albania,IFK Norrköping,2000,2024.0,966
12483,T. Thomas,Terell Thomas,23,63,England,AFC Wimbledon,2000,2020.0,627
12484,M. Nakkim,Markus Nakkim,22,63,Norway,Vålerenga Fotball,1000,2022.0,56
12485,A. Moreno,Alan Mauricio Moreno Ávalos,23,63,Chile,Deportes Iquique,1000,2024.0,888
12486,R. Sáez,Ramón Ignacio Sáez Navarro,23,63,Chile,CD Huachipato,1000,2019.0,402
12487,D. Cuadros,Diego Cuadros,23,63,Colombia,Alianza Petrolera,1000,2021.0,728
12488,T. Rodríguez,Thomas Rodríguez,23,63,Argentina,Genoa,3000,2022.0,476
12489,C. Pérez,Carlos Pérez,24,63,Colombia,Alianza Petrolera,1000,2022.0,174
12490,T. Amang,Thomas Olivier Amang,21,63,Cameroon,Kristiansund BK,1000,2019.0,817
12491,T. Blomeyer,Thomas Blomeyer,23,63,Germany,MSV Duisburg,1000,2020.0,758
12492,A. Skovgaard,Andreas Skovgaard,22,63,Denmark,SC Heerenveen,2000,2022.0,176
12493,Jaume Valens,Jaume Valens Cardell,23,63,Spain,Real Oviedo,2000,2020.0,700
12494,S. Müller,Sven  Müller,23,63,Germany,Karlsruher SC,2000,2021.0,612
12495,E. Oti Essigba,Emmanuel Oti Essigba,22,63,Ghana,Esbjerg fB,3000,2020.0,7
12496,M. Godinho,Marcus Godinho,22,63,Canada,FSV Zwickau,1000,2021.0,561
12497,Diego Parras,Diego Marrero Parras,23,63,Spain,UD Las Palmas,2000,2020.0,826
12498,K. Al Samiri,Khaled Al Samiri,22,63,Saudi Arabia,Al Ittihad,6000,2023.0,164
12499,C. Fejér,Csongor Fejér,24,63,Romania,Sepsi OSK,2000,2022.0,700
12500,Y. Maziz,Youssef Maziz,21,63,France,Le Mans FC,1000,2020.0,639
12501,Jeong Tae Wook,정태욱 Tae Wook Jeong,22,63,Korea Republic,Daegu FC,1000,2020.0,246
12502,Matheus Aias,Matheus Aias Barrozo Rodrigues,22,63,Brazil,CD Mirandés,2000,2020.0,845
12503,O. Steurer,Oliver Steurer,24,63,Germany,KFC Uerdingen 05,2000,2020.0,417
12504,E. Williamson,Eryk Williamson,22,63,United States,Portland Timbers,2000,2019.0,61
12505,G. Smith,Graham Smith,23,63,United States,Sporting Kansas City,1000,2019.0,357
12506,F. Russo,Franco Russo,24,63,Argentina,SD Ponferradina,2000,2020.0,737
12507,C. Okoroji,Chima Okoroji,22,63,England, SSV Jahn Regensburg,2000,2020.0,362
12508,K. Despodov,Kiril Despodov,22,63,Bulgaria,Cagliari,6000,2023.0,144
12509,A. Palavecino,Augustín Palavecino,22,63,Argentina,Deportivo Cali,1000,2021.0,886
12510,A. Burlacu,Andrei Burlacu,22,63,Romania,Chindia Târgovişte,1000,2020.0,367
12511,I. Gaponov,Ilya Gaponov,21,63,Russia,Spartak Moscow,1000,2022.0,605
12512,J. Ruiz,Juan Ruiz,19,63,Colombia,Gil Vicente FC,1000,2020.0,728
12513,G. Calò,Giacomo Calò,22,63,Italy,Castellammare di Stabia,1000,2023.0,894
12514,Paulinho,Paulo Lucas Santos Paula,22,63,Brazil,Boavista FC,1000,2022.0,716
12515,João Silva,Joao Da Silva,21,63,Portugal,Trapani,1000,2020.0,176
12516,L. Polworth,Liam Polworth,24,63,Scotland,Motherwell,2000,2021.0,239
12517,I. Lawlor,Ian Lawlor,24,63,Republic of Ireland,Doncaster Rovers,2000,2021.0,637
12518,A. Ben Mohamed,Ayman Ben Mohamed,24,63,Tunisia,Le Havre AC,2000,2022.0,43
12519,G. Karlen,Gregory Karlen,24,63,Switzerland,FC Thun,3000,2021.0,655
12520,O. Schnitzler,Oliver  Schnitzler,23,63,Germany,SC Preußen Münster,1000,2020.0,62
12521,M. Marić,Marko Marić,23,63,Croatia,Lillestrøm SK,1000,2019.0,64
12522,A. McGowan,Aaron McGowan,22,63,England,Hamilton Academical FC,1000,2024.0,561
12523,L. Grimshaw,Liam Grimshaw,24,63,England,Motherwell,1000,2024.0,479
12524,I. Łasicki,Igor Łasicki,24,63,Poland,Pogoń Szczecin,1000,2022.0,77
12525,D. Carrero,Darwin Carrero,25,63,Colombia,Patriotas Boyacá FC,1000,2020.0,866
12526,Murilo Mendes,Murilo Otávio Mendes,24,63,Brazil,Livorno,1000,2021.0,12
12527,A. Mandrea,Anthony Mandrea,22,63,France,Angers SCO,3000,2020.0,285
12528,M. Rocca,Michele Rocca,23,63,Italy,Livorno,1000,2020.0,395
12529,R. Al Mousa,Rayan Al Mousa,24,63,Saudi Arabia,Al Taawoun,4000,2021.0,264
12530,D. O'Shaughnessy,Daniel O'Shaughnessy,24,63,Finland,HJK Helsinki,1000,2019.0,950
12531,J. Lindseth,Jonathan Lindseth,23,63,Norway,Sarpsborg 08 FF,1000,2020.0,975
12532,T. Schützenauer,Tobias Schützenauer,22,63,Austria,SK Sturm Graz,3000,2021.0,91
12533,B. Comley,Brandon Comley,23,63,Montserrat,Colchester United,3000,2020.0,975
12534,M. Greve,Mathias Greve,24,63,Denmark,Odense Boldklub,3000,2021.0,975
12535,J. Sellars,Jerrell Sellars,23,63,England,Östersunds FK,1000,2021.0,153
12536,A. McEneff,Aaron McEneff,23,63,Northern Ireland,Shamrock Rovers,1000,2020.0,748
12537,J. Aspropotamitis,Jonathan Aspropotamitis,23,63,Australia,Western United FC,1000,2020.0,174
12538,Montoro,Adrián Hernández Montoro,24,63,Spain,UD Almería,2000,2020.0,186
12539,Àlex Corredera,Alejandro Corredera Alardi,23,63,Spain,Valencia CF,6000,2020.0,525
12540,D. Widemann,Dominik Widemann,22,63,Germany,FC Würzburger Kickers,2000,2020.0,12
12541,M. Ristl,Mart Ristl,22,63,Germany,Viktoria Köln,1000,2020.0,660
12542,D. Baumgartner,Dominik Baumgartner,22,63,Austria,VfL Bochum 1848,3000,2022.0,259
12543,D. Caddy,Dorian Caddy,24,63,France,Rodez Aveyron Football,1000,2020.0,872
12544,R. Hatsuse,初瀬 亮,21,63,Japan,Vissel Kobe,1000,2020.0,577
12545,D. Cleary,Daniel Cleary,23,63,Republic of Ireland,Dundalk,1000,2021.0,605
12546,J. Moe,Jeppe Arctander Moe,23,63,Norway,Stabæk Fotball,1000,2020.0,362
12547,M. Besuschkow,Max Besuschkow,22,63,Germany, SSV Jahn Regensburg,3000,2022.0,750
12548,Mario González,Mario González Gutiérrez,23,63,Spain,Clermont Foot 63,2000,2020.0,799
12549,Kim Hyeon Wook,김현욱 金贤旭,24,63,Korea Republic,Gangwon FC,1000,2020.0,328
12550,A. Fontana,Anthony Fontana,19,63,United States,Philadelphia Union,1000,2019.0,713
12551,A. Yamga,Arthur Kevin Yamga,22,63,France,CD Aves,2000,2022.0,799
12552,P. Šafranko,Pavol Šafranko,24,63,Slovakia,Sepsi OSK,3000,2022.0,989
12553,Liu Yiming,刘奕鸣,24,63,China PR,Shenzhen FC,3000,2019.0,686
12554,J. Marulanda,Jonathan Marulanda,23,63,Colombia,Independiente Medellín,1000,2022.0,852
12555,T. Hilliard-Arce,Tomas Hilliard-Arce,23,63,United States,LA Galaxy,1000,2022.0,694
12556,M. Hiller,Marco Hiller,22,63,Germany,TSV 1860 München,1000,2020.0,789
12557,Endika,Endika Irigoyen Bravo,22,63,Spain,CA Osasuna,5000,2022.0,847
12558,R. Stewart,Ross Stewart,22,63,Scotland,Ross County FC,2000,2022.0,310
12559,Pedro Mateus,Pedro Leonardo Gonçalves Mateus,22,63,Portugal,Clube Sport Marítimo,1000,2022.0,735
12560,G. Ondoua,Gaël Ondoua,23,63,Cameroon,Servette FC,2000,2021.0,319
12561,D. Pines,Donovan Pines,21,63,United States,DC United,1000,2021.0,94
12562,João Teixeira,João Tiago Silva Teixeira,23,63,Portugal,Politehnica Iaşi,2000,2020.0,618
12563,S. Köhler,Sven Köhler,22,63,Germany,VfL Osnabrück,3000,2021.0,754
12564,L. Coyette,Lucas Coyette,21,63,Argentina,Defensa y Justicia,2000,2023.0,525
12565,Lucas Dambros,Lucas Dambros da Silva,22,63,Brazil,Trapani,1000,2023.0,775
12566,Dani Fernández,Daniel Fernández Fernández,22,63,Spain,CF Fuenlabrada,1000,2020.0,760
12567,M. Helal,Mohammed Helal,23,63,United Arab Emirates,Al Ain FC,1000,2024.0,598
12568,G. Williams,George Christopher Williams,23,63,Wales,Forest Green Rovers,4000,2020.0,178
12569,G. Gallifuoco,Giancarlo Gallifuoco,25,63,Australia,Central Coast Mariners,1000,2021.0,659
12570,L. Nilsen,Lasse Nilsen,24,63,Norway,Tromsø IL,1000,2020.0,541
12571,M. Al Olayan,Madallah Al Olayan,24,63,Saudi Arabia,Al Taawoun,4000,2020.0,864
12572,D. Connolly,Dylan Connolly,24,63,Republic of Ireland,AFC Wimbledon,2000,2020.0,583
12573,R. Healey,Rhys Healey,24,63,England,Milton Keynes Dons,2000,2022.0,277
12574,J. Blåbjerg,Jakob Blåbjerg,24,63,Denmark,Aalborg BK,3000,2020.0,811
12575,R. Haynes,Ryan Haynes,23,63,England,Newport County,2000,2021.0,853
12576,M. Pinnock,Mitchell Pinnock,24,63,England,AFC Wimbledon,2000,2020.0,505
12577,A. Madrid,Álvaro Alfredo Alejandro Madrid Gaete,24,63,Chile,CD Everton de Viña del Mar,1000,2024.0,728
12578,H. Bonmann,Hendrik Bonmann,25,63,Germany,TSV 1860 München,1000,2020.0,521
12579,C. Burgess,Cameron Burgess,23,63,Australia,Salford City,3000,2020.0,950
12580,A. Sharahili,Ahmed Mohammed Sharahili,25,63,Saudi Arabia,Al Shabab,6000,2022.0,10
12581,B. Whitfield,Ben Whitfield,23,63,England,Port Vale,3000,2020.0,981
12582,Seo Myeong Won,서명원 徐明原,24,63,Korea Republic,Gangwon FC,1000,2024.0,178
12583,D. Granli,Daniel Granli,25,63,Norway,AIK,2000,2022.0,627
12584,E. Ersu,Erten Ersu,25,63,Turkey,Fenerbahçe SK,8000,2020.0,294
12585,L. M'Pasi,Lionel M'Pasi,24,63,France,Rodez Aveyron Football,1000,2020.0,675
12586,D. Slamar,Dennis Slamar,24,63,Germany,SG Sonnenhof Großaspach,1000,2021.0,862
12587,K. Burger,Korbinian Burger,24,63,Germany,SG Sonnenhof Großaspach,1000,2020.0,176
12588,J. Brinch,Jeppe Brinch-Vilhelmsen,24,63,Denmark,Esbjerg fB,2000,2022.0,627
12589,M. Maruoka,丸岡 満,23,63,Japan,Cerezo Osaka,2000,2020.0,683
12590,T. Guivarch,Théo Guivarch,23,63,France,En Avant de Guingamp,1000,2021.0,103
12591,A. Iacovitti,Alex Iacovitti,21,63,Scotland,Oldham Athletic,2000,2022.0,811
12592,Kim Gun Hee,김건희 金健熙,24,63,Korea Republic,Sangju Sangmu FC,1000,2020.0,955
12593,J. Augustinsson,Jonathan Augustinsson,23,63,Sweden,Djurgårdens IF,1000,2021.0,362
12594,H. Demir,Hakan Demir,21,63,Turkey,Kasimpaşa SK,2000,2021.0,36
12595,I. Sapała,Igor Sapała,23,63,Poland,Raków Częstochowa,1000,2021.0,866
12596,A. Masuyama,増山 朝陽,22,63,Japan,Vissel Kobe,2000,2022.0,911
12597,M. Marcjanik,Michał Marcjanik,24,63,Poland,Wisła Płock,1000,2020.0,737
12598,I. Vujica,Ivan Vujica,22,63,Australia,Western United FC,1000,2020.0,362
12599,S. Shome,Shamit Shome,21,63,Canada,Montreal Impact,1000,2019.0,659
12600,R. Guder,René Guder,24,63,Germany,SV Meppen,1000,2020.0,902
12601,D. Rasak,Damian Rasak,23,63,Poland,Wisła Płock,1000,2020.0,57
12602,F. Olivera,Federico Vicente Olivera Núñez,24,63,Uruguay,CD Tenerife,2000,2021.0,268
12603,I. Wadji,Ibrahima Wadji,24,63,Senegal,FK Haugesund,1000,2021.0,663
12604,F. Bin Jamayah,Fahad Bin Jamayah,24,63,Saudi Arabia,Al Nassr,6000,2022.0,683
12605,Huang Zichang,黄紫昌,22,63,China PR,Jiangsu Suning FC,4000,2019.0,776
12606,A. Ståhl,Adam Ståhl,24,63,Sweden,IK Sirius,1000,2021.0,50
12607,H. Löfkvist,Henrik Löfkvist,24,63,Sweden,Kalmar FF,1000,2021.0,325
12608,Li Shuai,李帅,24,63,China PR,Dalian YiFang FC,2000,2020.0,306
12609,M. Moro,Mamudu Moro,24,63,Ghana,Helsingborgs IF,1000,2019.0,964
12610,D. Popa,Daniel Popa,23,63,Romania,Dinamo Bucureşti,2000,2022.0,22
12611,K. Nishizawa,西澤 健太,22,63,Japan,Shimizu S-Pulse,1000,2022.0,851
12612,A. Kadlec,Andrej Kadlec,23,63,Slovakia,Jagiellonia Białystok,2000,2022.0,888
12613,C. Căbuz,Cătălin Căbuz,23,63,Romania,FC Viitorul,1000,2022.0,604
12614,N. Baggerman,Nikki Baggerman,21,63,Netherlands,RKC Waalwijk,1000,2021.0,36
12615,Lapeña,Adrian Lapeña Ruiz,23,63,Spain,KAS Eupen,2000,2022.0,669
12616,Marcinho,Marcio Augusto Da Silva Barbosa,24,63,Brazil,Chongqing Dangdai Lifan FC SWM Team,2000,2023.0,239
12617,G. Williams,George Benjamin Williams,26,63,England,Milton Keynes Dons,2000,2020.0,561
12618,J. Hammar,Johan Hammar,25,63,Sweden,BK Häcken,1000,2021.0,688
12619,B. Heneghan,Ben Heneghan,25,63,England,Sheffield United,6000,2020.0,174
12620,J. Bonham,Jack Bonham,25,63,Republic of Ireland,Gillingham,2000,2021.0,903
12621,K. Ntlhe,Kgosi Ntlhe,25,63,South Africa,Scunthorpe United,4000,2020.0,524
12622,F. Helstrup,Frederik Helstrup Jensen,26,63,Denmark,Arka Gdynia,1000,2020.0,460
12623,L. Erwin,Lee Erwin,25,63,Scotland,Ross County FC,2000,2023.0,547
12624,J. Frick,Jérémy Frick,26,63,Switzerland,Servette FC,2000,2022.0,735
12625,T. Vincensini,Thomas Vincensini,25,63,France,Racing Club de Lens,2000,2020.0,285
12626,T. Dähne,Thomas Dähne,25,63,Germany,Wisła Płock,1000,2020.0,18
12627,L. Brănescu,Laurentiu Constantin Brănescu,25,63,Romania,Kilmarnock,1000,2020.0,908
12628,L. Hendrie,Luke Hendrie,24,63,England,Grimsby Town,2000,2021.0,616
12629,N. Brandenburger,Nico Brandenburger,24,63,Germany,SC Preußen Münster,1000,2021.0,659
12630,B. Morris,Bryn Morris,23,63,England,Portsmouth,3000,2021.0,984
12631,H. Boateng,Hiram Boateng,23,63,England,Milton Keynes Dons,2000,2021.0,904
12632,T. Gomelt,Tomislav Gomelt,24,63,Croatia,Crotone,1000,2021.0,949
12633,F. Michel,George Felix Michel,24,63,Lebanon,AIK,2000,2022.0,136
12634,J. Bunney,Joe Bunney,25,63,England,Northampton Town,4000,2020.0,787
12635,A. Madu,Abdullah Mohammed Madu,25,63,Saudi Arabia,Al Nassr,6000,2020.0,797
12636,C. Guerra,Cristian Edward Guerra Torres,24,63,Chile,Unión Española,1000,2024.0,592
12637,A. Gilliead,Alex Gilliead,23,63,England,Scunthorpe United,4000,2021.0,169
12638,H. Lennon,Harry Lennon,24,63,England,Southend United,2000,2021.0,76
12639,P. Olsen,Patrick Olsen,25,63,Denmark,Aalborg BK,3000,2022.0,501
12640,D. Mazzocco,Davide Mazzocco,23,63,Italy,Pordenone,1000,2020.0,509
12641,Y. Kaabouni,Younès Kaabouni,24,63,France,FC Sochaux-Montbéliard,1000,2021.0,987
12642,J. Horsfield,James Horsfield,23,63,England,Scunthorpe United,3000,2020.0,660
12643,Calderón,Carlos Calderón López,24,63,Spain,CD Lugo,2000,2021.0,33
12644,A. Torralvo,Amaury Torralvo Polo,25,63,Colombia,La Equidad,1000,2024.0,124
12645,Kim Dae Jung,김대중 金大中,26,63,Korea Republic,Sangju Sangmu FC,1000,2020.0,172
12646,A. Samuel,Alex Samuel,23,63,Wales,Wycombe Wanderers,2000,2021.0,657
12647,M. Egho,Marvin Egho,25,63,Austria,Randers FC,3000,2021.0,879
12648,B. Gschweidl,Bernd Gschweidl,23,63,Austria,SCR Altach,3000,2021.0,123
12649,O. Aydoğan,Oğuzhan Aydoğan,22,63,Germany,Beşiktaş JK,10000,2020.0,290
12650,Wang Jinxian,汪晋贤,23,63,China PR,Dalian YiFang FC,2000,2020.0,841
12651,S. D'Almeida,Sessi D'Almeida,23,63,Benin,Valenciennes FC,1000,2021.0,488
12652,F. Anselmo,Federico Anselmo,25,63,Argentina,Independiente Santa Fe,1000,2024.0,619
12653,D. Payne,Desevio Payne,23,63,United States,FC Emmen,1000,2020.0,826
12654,J. Yates,Jerry Yates,22,63,England,Swindon Town,3000,2020.0,561
12655,C. Zock,Guy Christian Zock Abep,25,63,Cameroon,FC Sion,5000,2021.0,913
12656,D. Hümmet,Deniz Hümmet,22,63,Turkey,IF Elfsborg,1000,2022.0,147
12657,A. Jakobsen,Alexander Jakobsen,25,63,Egypt,Kalmar FF,1000,2019.0,435
12658,F. Krogstad,Fredrik Krogstad,24,63,Norway,Lillestrøm SK,1000,2020.0,974
12659,N. Antonov,Nemanja Antonov,24,63,Serbia,Royal Excel Mouscron,2000,2021.0,958
12660,A. Hazazi,Ali Abdullah Hazazi,25,63,Saudi Arabia,Ettifaq FC,5000,2024.0,330
12661,C. Maghoma,Christian Maghoma,21,63,DR Congo,Arka Gdynia,1000,2021.0,576
12662,Olaortua,Iñaki Olaortua Descarga,25,63,Spain,Racing Santander,2000,2020.0,831
12663,R. Laryea,Richie Laryea,24,63,Canada,Toronto FC,1000,2019.0,223
12664,M. Sanoh,Moussa Sanoh,23,63,Netherlands,Gaz Metan Mediaş,2000,2020.0,817
12665,K. Yoshino,吉野 恭平,24,63,Japan,Sanfrecce Hiroshima,2000,2022.0,253
12666,A. Al Suwat,Abdulmajeed Abdullah Al-Swat,24,63,Saudi Arabia,Al Taawoun,4000,2020.0,352
12667,Y. Nakasaka,中坂 勇哉,21,63,Japan,Vissel Kobe,1000,2020.0,161
12668,D. Stec,David Stec,25,63,Austria,Pogoń Szczecin,1000,2020.0,102
12669,A. Porcino,Antonio Porcino,24,63,Italy,Livorno,1000,2021.0,270
12670,Tang Shi,唐诗,24,63,China PR,Guangzhou Evergrande Taobao FC,4000,2022.0,153
12671,T. Rocha,Tony Rocha,25,63,United States,New York City FC,2000,2022.0,36
12672,O. Alseth,Øyvind  Alseth,24,63,Norway,Ranheim Fotball,1000,2021.0,743
12673,L. Schnellbacher,Luca Schnellbacher,25,63,Germany,SC Preußen Münster,1000,2022.0,272
12674,A. Odabas,Ali Odabas,25,63,Germany,FSV Zwickau,1000,2020.0,176
12675,H. El-Helwe,Hilal El-Helwe,24,63,Lebanon,SV Meppen,1000,2021.0,394
