,height_cm,weight_kg,overall,player_positions,preferred_foot,weak_foot,skill_moves,work_rate,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
16541,175,65,57,2,1,3,2,1,72.0,49.0,54.0,59.0,36.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,51,47,39,57,42,56,50,43,55,56,73,72,76,52,80,53,65,66,56,50,42,32,54,56,50,55,35,38,33,6,5,12,7,9
16542,188,81,57,3,1,3,2,4,61.0,28.0,36.0,37.0,56.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,33,25,55,40,27,29,25,25,38,40,63,60,52,52,62,37,68,65,71,23,58,56,25,35,34,51,56,55,56,8,9,6,9,9
16543,190,79,57,0,1,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,60.0,57.0,60.0,55.0,36.0,57.0,14,6,10,26,9,11,10,13,36,12,34,38,28,44,22,45,38,27,65,5,23,10,5,34,16,37,13,11,13,60,57,60,57,55
16544,178,69,57,1,1,3,2,4,67.0,55.0,50.0,60.0,24.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,43,57,59,55,36,59,38,32,54,57,68,67,72,57,65,56,70,67,62,55,33,11,53,55,55,40,25,22,19,6,10,13,11,5
16545,194,91,57,0,1,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,59.0,60.0,54.0,57.0,28.0,52.0,13,8,13,28,8,7,12,14,29,15,26,29,22,45,22,41,31,32,65,7,26,6,5,14,12,37,8,13,11,59,60,54,52,57
16546,178,69,57,1,1,3,2,4,75.0,55.0,45.0,58.0,23.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,41,56,50,49,50,56,46,37,35,55,74,75,73,49,73,55,68,64,67,52,40,19,55,50,55,51,21,22,17,11,12,9,14,14
16547,179,68,57,1,1,3,2,4,73.0,56.0,44.0,57.0,20.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,51,57,46,45,60,53,44,48,34,54,75,72,77,57,68,57,76,55,56,52,49,18,54,41,59,56,18,18,11,6,12,13,13,5
16548,168,63,57,2,0,3,3,1,70.0,47.0,50.0,64.0,27.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,54,47,30,52,40,62,50,37,46,60,73,67,78,57,79,44,48,44,30,48,30,27,53,49,50,54,26,27,24,11,13,6,13,10
16549,175,65,57,2,1,3,2,4,67.0,50.0,55.0,58.0,53.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,50,47,45,58,43,56,52,45,57,57,65,69,69,53,65,57,69,67,56,54,63,53,50,56,48,51,53,55,53,14,15,5,14,7
16550,186,80,57,0,1,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,58.0,57.0,56.0,59.0,45.0,56.0,11,7,11,18,6,5,12,12,17,19,45,45,31,40,45,42,58,27,48,7,24,12,9,31,14,35,13,14,12,58,57,56,56,59
16551,188,78,57,1,1,2,2,4,68.0,53.0,40.0,56.0,28.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,37,55,50,49,42,56,31,31,29,55,66,70,59,50,56,56,64,48,69,48,43,13,56,40,48,45,35,26,16,12,10,10,13,13
16552,172,66,57,2,1,2,2,4,57.0,34.0,52.0,56.0,51.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,38,35,42,65,29,48,37,35,53,58,58,57,73,60,77,42,74,67,63,26,47,45,24,48,39,49,50,59,51,6,14,8,10,13
16553,176,72,57,2,1,4,2,1,72.0,41.0,53.0,58.0,46.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,45,41,48,59,27,59,37,38,59,56,74,70,54,60,72,48,46,67,62,32,60,48,61,55,35,58,50,45,32,10,7,9,5,5
16554,185,75,57,0,1,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,60.0,55.0,58.0,55.0,35.0,53.0,13,10,13,28,10,11,13,11,34,21,36,35,46,54,44,44,64,25,54,10,24,19,10,55,12,44,17,11,13,60,55,58,53,55
16555,178,70,57,1,1,3,2,4,69.0,57.0,45.0,59.0,21.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,42,61,48,49,52,58,56,28,39,56,74,65,72,49,73,61,73,61,52,52,33,16,48,46,48,47,25,14,17,7,14,11,12,6
16556,187,82,57,0,0,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,62.0,61.0,59.0,59.0,18.0,53.0,11,6,24,19,6,12,14,13,25,20,15,21,33,36,48,44,63,27,57,8,19,22,5,44,17,27,28,14,10,62,61,59,53,59
16557,176,62,57,3,0,2,2,4,63.0,28.0,47.0,50.0,53.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,61,28,32,54,27,48,29,28,45,45,67,60,64,54,75,28,60,64,44,26,54,52,40,29,28,41,49,62,58,9,6,13,9,15
16558,184,80,57,2,1,3,2,4,57.0,34.0,51.0,50.0,54.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,38,29,52,60,30,48,35,36,52,52,55,58,50,54,53,48,63,50,76,34,58,55,26,56,35,38,53,57,51,7,7,6,9,6
16559,186,79,57,3,1,2,2,4,67.0,38.0,47.0,51.0,57.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,52,34,62,53,27,52,33,30,47,49,68,66,56,54,49,54,52,51,64,29,59,61,45,40,46,41,53,58,55,7,6,11,11,5
16560,186,77,57,1,1,2,2,4,59.0,56.0,44.0,52.0,21.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,33,62,61,48,42,46,35,30,39,55,58,59,63,57,58,51,68,55,61,50,27,20,59,55,63,49,13,17,18,15,15,9,14,14
16561,188,80,57,2,1,2,2,4,64.0,41.0,54.0,56.0,53.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,54,38,62,57,44,58,40,38,52,54,61,66,49,57,66,42,73,63,64,39,56,52,58,59,42,54,54,49,52,15,12,12,13,12
16562,183,83,57,2,1,2,2,4,69.0,49.0,49.0,51.0,56.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,32,49,51,62,42,48,32,30,53,52,66,72,54,61,58,60,77,71,72,42,63,60,53,51,35,56,56,58,49,6,13,11,6,13
16563,175,64,57,2,1,2,2,5,67.0,51.0,57.0,60.0,38.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,58,58,41,63,40,59,42,37,58,62,64,69,52,49,78,53,57,43,55,38,41,25,48,51,46,57,38,43,45,13,6,7,12,14
16564,183,73,57,1,1,3,2,0,73.0,49.0,50.0,59.0,43.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,49,49,58,56,46,59,53,44,45,56,73,73,72,50,68,51,66,58,54,47,56,42,53,43,41,47,39,42,44,7,8,9,11,10
16565,183,83,57,3,0,2,2,3,54.0,23.0,28.0,34.0,55.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,23,20,52,32,26,29,25,28,28,34,58,50,35,55,56,32,70,57,72,17,64,46,23,25,31,42,57,59,60,8,11,12,7,12
16566,179,68,57,2,1,3,2,4,68.0,47.0,53.0,62.0,43.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,37,47,37,60,39,62,44,41,55,63,71,66,57,61,72,51,62,41,60,41,38,58,48,60,52,55,41,42,31,9,9,5,9,8
16567,182,68,57,3,1,3,2,4,54.0,21.0,41.0,53.0,57.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,21,15,61,58,21,52,21,23,54,51,56,53,54,53,67,30,65,61,52,19,52,55,24,31,39,53,54,59,55,7,5,5,15,12
16568,174,70,57,1,1,2,2,4,56.0,57.0,50.0,56.0,31.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,43,53,57,55,54,53,49,42,44,57,56,56,66,56,65,65,65,42,45,58,35,27,57,54,55,50,30,28,27,11,11,9,7,9
16569,187,80,57,0,1,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,58.0,54.0,57.0,61.0,23.0,54.0,13,10,11,29,7,12,19,8,17,18,24,22,26,54,38,43,51,26,60,8,25,10,4,39,16,44,12,6,5,58,54,57,54,61
16570,181,73,57,1,1,2,2,5,55.0,61.0,44.0,51.0,19.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,35,67,57,52,47,49,43,34,32,49,52,57,55,56,65,58,65,59,54,57,30,12,53,53,48,47,15,15,22,10,13,13,9,11
16571,180,68,57,2,1,2,2,4,59.0,43.0,54.0,59.0,55.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,49,38,54,64,37,61,48,46,57,55,57,61,55,60,68,57,59,50,53,38,61,46,40,44,52,51,54,59,63,13,9,8,6,14
16572,178,70,57,2,0,3,2,4,76.0,42.0,53.0,62.0,50.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,49,33,49,59,28,62,37,42,56,60,77,75,73,60,54,58,52,70,42,55,35,48,47,52,24,44,49,50,53,13,8,12,15,7
16573,185,75,57,3,1,2,2,4,58.0,31.0,50.0,46.0,58.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,54,25,55,61,31,45,27,32,57,48,51,63,44,45,51,42,65,59,52,31,45,57,27,32,44,42,53,62,64,6,12,8,11,13
16574,183,77,57,1,0,3,2,1,67.0,59.0,50.0,58.0,18.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,45,61,58,52,51,55,49,45,50,58,69,65,67,54,69,59,60,64,62,55,25,13,63,54,61,42,17,11,12,11,13,8,14,8
16575,177,67,57,2,1,3,2,4,57.0,36.0,50.0,55.0,55.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,40,30,55,62,32,51,38,42,55,55,59,56,66,58,75,54,66,59,58,29,57,59,32,39,46,57,45,60,59,8,16,16,14,7
16576,181,73,57,1,1,3,3,2,70.0,51.0,41.0,62.0,20.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,37,49,52,45,48,63,44,36,31,58,67,73,68,58,65,56,60,46,52,44,32,12,64,47,64,41,17,18,17,12,9,11,11,12
16577,181,70,57,2,1,3,2,4,48.0,52.0,56.0,55.0,55.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,53,52,53,59,50,54,54,45,58,56,51,45,56,54,65,52,53,59,56,52,54,57,52,53,51,52,55,55,54,9,7,11,13,14
16578,188,77,57,1,1,3,2,4,54.0,55.0,47.0,53.0,21.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,34,58,61,60,55,53,49,29,40,55,51,56,53,50,49,60,47,50,62,45,28,20,51,46,57,49,18,15,12,6,15,13,9,7
16579,180,75,57,1,1,2,2,4,54.0,57.0,45.0,56.0,27.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,39,60,65,48,46,55,42,30,39,52,60,49,56,47,89,55,90,42,63,54,41,18,58,54,65,52,35,16,19,9,7,14,9,11
16580,187,81,57,2,1,3,2,4,58.0,50.0,53.0,56.0,54.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,48,49,53,56,44,57,49,44,55,55,54,62,57,56,46,53,73,73,68,50,61,55,53,52,48,58,56,54,51,7,8,14,13,8
16581,175,60,57,3,1,4,2,4,65.0,51.0,56.0,56.0,52.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,45,51,47,64,34,54,51,29,57,56,66,65,66,55,64,54,67,72,49,57,59,49,53,62,32,62,55,53,51,6,14,14,12,9
16582,182,75,57,2,1,3,2,1,68.0,51.0,55.0,59.0,38.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,50,52,42,60,54,58,42,40,56,60,68,68,56,55,63,54,70,71,51,45,52,42,54,59,39,48,34,40,36,10,8,12,15,13
16583,191,82,57,0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,54.0,56.0,50.0,61.0,21.0,59.0,12,5,12,21,6,10,11,11,18,12,16,25,21,51,29,38,35,23,63,5,16,8,6,35,19,29,14,10,10,54,56,50,59,61
16584,189,66,57,3,0,3,2,1,80.0,43.0,47.0,55.0,52.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,53,39,45,51,40,53,43,35,41,51,81,80,70,50,70,48,69,67,63,44,53,52,51,44,43,50,52,54,53,9,13,6,9,12
16585,178,70,57,2,0,3,2,4,70.0,43.0,50.0,64.0,24.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,55,46,32,57,42,63,44,33,42,60,74,67,78,44,81,41,73,61,44,38,28,22,48,44,45,44,26,22,21,9,14,8,9,7
16586,193,83,57,0,1,4,1,4,0.0,0.0,0.0,0.0,0.0,0.0,60.0,55.0,58.0,58.0,43.0,55.0,13,5,13,15,5,7,10,12,23,13,45,42,37,43,42,44,42,36,61,5,23,12,8,26,16,34,13,12,13,60,55,58,55,58
16587,189,78,57,0,1,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,45.0,62.0,18.0,52.0,11,6,14,22,8,10,10,13,20,14,21,16,24,52,39,34,41,24,63,6,16,7,6,27,12,32,7,13,14,58,58,45,52,62
16588,188,75,57,0,1,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,55.0,59.0,38.0,54.0,14,6,14,26,8,13,15,11,25,13,39,38,33,47,44,41,57,29,64,8,26,9,8,35,13,27,9,12,10,57,57,55,54,59
16589,184,70,57,3,0,2,2,4,64.0,26.0,45.0,57.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,51,23,41,53,27,57,33,29,34,54,66,63,60,56,64,30,60,55,59,24,47,59,37,40,37,41,53,60,58,15,14,5,11,7
16590,176,72,57,2,1,2,2,5,65.0,45.0,56.0,61.0,35.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,45,42,40,61,46,61,46,47,62,60,68,63,67,53,71,56,56,48,56,41,41,28,42,59,52,54,39,33,41,14,11,14,10,8
16591,174,66,57,2,1,3,2,4,64.0,44.0,54.0,63.0,40.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,46,43,41,59,43,64,48,43,62,60,62,65,66,49,72,54,56,46,40,33,40,23,49,50,44,55,42,45,51,7,13,13,9,12
16592,184,72,57,2,0,2,2,4,47.0,43.0,50.0,43.0,56.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,40,38,60,55,37,39,36,32,55,44,49,46,42,59,62,53,56,67,66,45,58,54,41,56,41,47,57,56,55,14,9,9,9,5
16593,178,74,57,2,1,3,2,4,59.0,35.0,51.0,52.0,52.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,36,30,40,64,34,49,33,35,57,52,55,63,59,52,66,48,74,56,61,30,62,54,39,46,38,43,57,50,52,15,15,7,12,10
16594,180,74,57,2,1,2,2,4,61.0,49.0,59.0,58.0,40.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,53,44,40,61,38,60,62,44,62,52,62,61,63,61,65,53,47,37,54,58,43,50,60,60,43,68,31,39,48,7,6,12,14,13
16595,176,71,57,2,1,3,3,4,59.0,48.0,55.0,61.0,33.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,56,49,33,59,43,62,43,40,53,59,58,60,61,58,68,52,59,40,38,42,52,28,48,54,47,53,31,37,38,10,8,13,11,8
16596,189,85,57,0,1,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,61.0,58.0,53.0,60.0,46.0,51.0,15,8,13,25,8,13,11,12,19,18,47,46,45,48,35,40,64,18,60,7,24,13,5,30,18,43,12,12,13,61,58,53,51,60
16597,188,88,57,0,1,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,60.0,55.0,54.0,59.0,37.0,57.0,11,7,12,26,8,9,11,10,22,11,31,42,31,44,38,41,54,22,48,6,24,12,6,39,19,41,11,11,10,60,55,54,57,59
16598,177,68,57,2,1,3,2,4,71.0,49.0,58.0,62.0,39.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,53,46,48,62,45,61,54,53,62,61,71,71,66,53,72,58,58,63,59,48,51,33,52,56,52,53,42,35,40,9,12,6,14,9
16599,191,85,57,3,1,2,2,4,59.0,25.0,33.0,39.0,54.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,22,22,56,43,22,31,22,29,35,45,57,61,51,49,45,33,73,64,74,23,62,54,24,30,35,50,51,57,53,6,7,15,11,12
16600,192,85,57,0,1,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,65.0,52.0,48.0,64.0,24.0,49.0,15,9,13,19,8,6,15,11,24,15,30,19,25,47,30,36,35,17,65,10,27,15,8,35,20,39,6,12,11,65,52,48,49,64
16601,183,81,57,2,1,3,2,4,66.0,47.0,56.0,58.0,45.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,46,45,44,62,42,56,52,48,58,59,65,66,68,50,65,58,63,66,69,44,53,43,54,57,39,49,44,47,44,9,13,6,5,13
16602,178,73,57,1,1,3,3,4,62.0,55.0,44.0,59.0,24.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,45,58,58,44,44,62,53,33,40,56,63,61,54,54,67,56,65,48,51,47,37,23,53,45,59,53,19,20,20,9,12,11,10,10
16603,186,71,57,0,1,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,62.0,53.0,58.0,57.0,48.0,54.0,18,11,14,23,17,14,18,20,19,24,47,48,43,54,62,44,66,36,59,17,18,23,14,56,24,22,17,16,18,62,53,58,54,57
16604,170,74,57,1,1,3,2,4,81.0,53.0,42.0,63.0,24.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,38,59,50,47,36,63,45,33,30,53,81,81,85,53,86,48,78,60,60,46,48,23,56,49,59,50,26,16,17,6,14,9,14,9
16605,188,82,57,0,0,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,58.0,56.0,54.0,59.0,42.0,51.0,15,20,12,28,19,13,13,15,18,23,45,40,39,57,57,41,55,40,56,13,25,25,13,20,29,25,17,15,13,58,56,54,51,59
16606,188,76,57,1,1,2,2,4,71.0,54.0,46.0,54.0,43.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,44,55,57,49,49,53,42,38,41,56,67,74,58,46,53,56,70,63,70,50,56,40,55,50,54,51,42,44,37,9,8,20,8,9
16607,176,68,57,3,1,3,2,4,59.0,50.0,56.0,56.0,55.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,63,44,43,58,40,53,43,40,58,56,66,53,64,55,76,56,61,49,62,57,42,58,60,53,48,54,56,56,54,11,7,13,6,7
16608,182,71,57,1,1,4,3,1,65.0,59.0,46.0,58.0,26.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,37,58,65,56,58,57,47,33,37,56,66,65,66,59,60,61,64,53,60,59,36,13,54,49,61,51,21,29,23,11,11,14,9,9
16609,180,75,57,2,1,4,2,8,66.0,43.0,56.0,54.0,45.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,46,40,40,62,44,50,45,43,58,56,67,65,63,55,65,49,59,66,70,38,44,40,55,60,44,60,45,51,41,11,13,10,12,11
16610,184,84,57,1,1,3,2,5,60.0,56.0,38.0,49.0,23.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,31,63,54,46,38,45,26,25,24,52,62,59,61,45,55,56,63,62,70,45,44,20,63,49,51,42,22,15,27,6,9,7,12,12
16611,182,77,57,3,0,2,2,7,76.0,34.0,44.0,50.0,54.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,41,32,51,52,31,46,34,37,47,48,77,75,63,56,64,42,79,71,67,27,56,53,39,37,46,48,54,56,54,8,10,14,10,13
16612,175,68,57,2,1,2,2,4,65.0,46.0,53.0,60.0,48.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,39,46,36,60,39,59,41,36,58,60,66,65,63,58,56,47,52,34,47,48,39,54,53,57,41,59,48,50,46,6,11,13,11,9
16613,189,79,57,0,1,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,59.0,55.0,56.0,60.0,25.0,52.0,13,9,14,23,8,10,13,10,21,10,16,33,35,51,38,42,51,16,49,5,24,14,7,37,11,41,9,10,12,59,55,56,52,60
16614,175,66,57,2,1,3,2,4,66.0,43.0,51.0,62.0,54.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,39,30,45,54,33,61,50,35,57,60,67,66,65,60,82,63,62,63,56,56,61,54,44,57,40,53,52,58,55,12,8,10,12,11
16615,175,68,57,2,1,3,2,4,68.0,47.0,52.0,59.0,55.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,41,40,46,60,41,60,37,43,58,54,65,70,62,56,76,64,61,61,49,46,61,53,55,50,47,52,59,55,55,7,9,14,9,5
16616,185,77,57,3,1,3,2,3,62.0,26.0,41.0,35.0,54.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,40,20,53,52,26,26,30,23,39,41,62,62,42,51,57,40,68,65,71,21,65,52,32,33,35,38,53,56,53,6,14,12,11,8
16617,180,70,57,2,1,2,2,6,65.0,37.0,48.0,48.0,56.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,37,31,41,51,33,45,32,36,50,43,69,62,67,52,69,50,62,65,68,35,69,58,50,60,42,58,56,61,56,9,15,6,10,15
16618,185,75,57,1,1,3,2,4,73.0,54.0,40.0,55.0,25.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,38,56,64,42,48,54,49,25,29,52,72,73,66,44,65,58,69,60,72,47,56,17,54,47,58,48,22,21,19,14,7,9,10,11
16619,174,75,57,2,1,3,2,1,68.0,55.0,52.0,58.0,37.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,52,51,53,56,53,59,45,47,47,54,68,68,64,56,62,65,61,54,70,57,51,41,53,50,47,55,30,40,27,7,12,10,7,14
16620,185,72,57,2,1,3,2,4,66.0,50.0,56.0,58.0,51.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,50,44,52,61,48,58,52,46,56,58,65,66,62,54,58,63,49,62,65,52,56,50,49,56,41,52,51,52,50,15,6,14,7,6
16621,181,70,57,0,0,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,56.0,59.0,54.0,56.0,46.0,57.0,17,15,16,20,18,20,18,19,24,20,44,47,31,52,66,41,58,45,49,18,21,17,12,21,15,30,14,12,14,56,59,54,57,56
16622,175,78,57,2,1,2,2,4,47.0,47.0,51.0,59.0,46.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,35,46,51,61,35,58,38,30,55,57,44,49,65,58,60,47,70,63,47,49,33,49,53,53,57,43,44,48,38,8,12,10,13,9
16623,181,76,57,2,1,2,2,4,62.0,50.0,53.0,55.0,53.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,54,47,32,56,45,55,36,48,53,57,57,66,54,43,63,54,62,66,66,59,66,57,31,54,44,56,50,59,56,14,12,13,13,6
16624,174,66,57,2,1,3,2,4,84.0,43.0,54.0,63.0,44.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,53,40,37,61,32,62,44,23,53,63,82,85,62,60,76,56,48,70,60,37,41,41,46,52,44,52,39,54,41,5,10,13,13,10
16625,174,63,57,3,0,2,2,7,84.0,24.0,47.0,42.0,54.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,62,22,49,50,28,30,30,29,45,41,83,84,85,49,76,25,46,54,58,23,54,51,33,37,36,46,57,53,54,13,5,6,14,14
16626,177,69,57,2,1,3,3,4,71.0,47.0,53.0,59.0,52.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,40,50,42,62,41,56,47,35,59,56,70,72,80,58,73,52,55,68,61,36,50,54,50,52,49,52,52,54,47,14,13,14,8,10
16627,180,70,57,1,1,3,2,4,71.0,53.0,46.0,59.0,25.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,56,57,65,41,45,64,38,34,29,42,72,71,79,59,69,47,73,58,57,49,34,13,59,64,65,43,30,16,20,13,9,10,10,11
16628,178,66,57,3,0,2,2,4,61.0,41.0,49.0,56.0,55.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,54,41,55,54,32,55,46,40,50,53,63,60,66,54,63,43,63,60,56,38,51,54,48,36,47,37,52,59,57,11,7,8,9,7
16629,172,65,57,2,1,3,2,4,63.0,51.0,58.0,58.0,55.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,58,42,56,57,56,55,65,48,64,52,62,63,80,55,82,66,88,58,55,53,58,56,52,56,56,55,65,48,47,10,6,6,12,6
16630,189,80,57,0,1,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,57.0,61.0,54.0,58.0,16.0,53.0,13,15,13,21,5,13,10,13,15,19,17,16,49,45,45,41,53,19,58,17,20,7,6,39,10,28,9,11,11,57,61,54,53,58
16631,176,72,57,3,1,3,2,4,62.0,28.0,44.0,52.0,55.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,53,29,46,53,30,51,28,29,34,49,63,62,61,49,73,25,59,58,57,22,55,51,42,32,38,38,51,64,61,11,13,11,6,9
16632,180,77,57,3,1,3,2,1,66.0,46.0,51.0,57.0,54.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,51,44,41,56,36,55,30,38,55,62,65,67,50,52,63,49,61,54,59,53,58,59,47,46,36,38,55,55,54,14,6,7,9,7
16633,177,70,57,2,0,3,3,4,69.0,47.0,54.0,67.0,40.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,41,46,43,62,40,68,45,38,54,64,67,71,72,56,71,53,53,45,48,43,41,43,52,58,46,53,39,39,36,13,14,14,12,11
16634,195,80,57,3,1,3,2,4,55.0,22.0,37.0,39.0,56.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,25,19,52,50,11,36,26,20,46,41,53,56,40,60,40,36,34,58,73,15,57,50,18,28,35,48,58,60,58,14,14,7,12,13
16635,181,72,57,1,1,3,2,4,79.0,49.0,49.0,61.0,29.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,51,52,32,55,46,63,35,32,46,55,80,78,77,44,62,55,61,70,68,38,35,30,52,48,49,46,20,35,29,6,9,12,15,12
16636,179,69,57,2,1,3,2,4,75.0,47.0,53.0,57.0,27.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,58,49,40,57,41,54,43,34,42,58,77,74,69,36,68,52,48,48,59,37,27,24,52,58,46,47,27,26,26,7,11,15,8,12
16637,180,73,57,3,1,2,2,7,57.0,28.0,33.0,34.0,61.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,35,22,56,36,30,26,34,33,28,36,56,57,43,48,66,39,68,57,52,27,50,51,32,29,40,47,58,69,67,15,8,14,10,13
16638,176,74,57,2,1,2,2,5,62.0,42.0,56.0,55.0,49.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,44,33,52,67,39,51,44,40,69,56,63,62,57,59,71,59,59,55,53,42,62,48,51,45,48,49,47,48,57,14,10,10,5,7
16639,190,85,57,3,1,2,2,4,65.0,24.0,32.0,32.0,56.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,29,19,57,34,25,25,25,29,26,33,63,67,46,57,44,34,74,59,75,22,46,57,30,37,37,44,55,58,54,10,16,13,9,11
16640,175,63,57,2,0,3,2,4,83.0,41.0,46.0,59.0,47.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,52,48,43,52,34,57,26,34,55,53,83,83,74,51,87,32,76,64,69,33,48,48,54,31,33,39,43,50,48,14,14,7,15,16
